0,1,target
0,118,1.0
1,118,1.0
0,77,1.0
0,120,1.0
0,118,1.0
0,120,1.0
118,0,0.0
5,68,1.0
0,63,1.0
0,120,1.0
0,119,1.0
120,0,0.0
120,0,0.0
0,120,1.0
0,120,1.0
119,0,0.0
0,113,1.0
120,0,0.0
0,119,1.0
0,92,1.0
119,1,0.0
0,120,1.0
117,3,0.0
120,0,0.0
0,120,1.0
2,118,1.0
114,5,0.0
2,110,1.0
0,112,1.0
3,113,1.0
105,0,0.0
1,80,1.0
0,118,1.0
0,120,1.0
1,119,1.0
105,0,0.0
118,2,0.0
3,115,1.0
119,1,0.0
82,0,0.0
117,0,0.0
0,117,1.0
1,113,1.0
109,0,0.0
0,119,1.0
0,106,1.0
5,106,1.0
105,0,0.0
0,120,1.0
0,120,1.0
0,118,1.0
109,0,0.0
4,109,1.0
0,119,1.0
120,0,0.0
0,120,1.0
119,1,0.0
1,118,1.0
117,2,0.0
104,0,0.0
0,1,1.0
80,0,0.0
0,120,1.0
0,120,1.0
117,1,0.0
119,0,0.0
70,5,0.0
119,0,0.0
2,0,1.0
0,105,1.0
120,0,0.0
0,120,1.0
120,0,0.0
0,117,1.0
3,63,1.0
0,98,1.0
0,120,1.0
0,119,1.0
120,0,0.0
120,0,0.0
0,119,1.0
0,96,1.0
120,0,0.0
120,0,0.0
0,120,1.0
0,120,1.0
120,0,0.0
0,94,1.0
0,105,1.0
1,64,1.0
118,2,0.0
0,119,1.0
0,120,1.0
120,0,0.0
118,0,0.0
0,72,1.0
0,105,1.0
8,110,1.0
1,119,1.0
120,0,0.0
119,1,0.0
0,98,1.0
1,119,1.0
0,120,1.0
1,118,1.0
0,108,1.0
116,4,0.0
0,120,1.0
118,0,0.0
0,119,1.0
0,118,1.0
88,0,0.0
120,0,0.0
4,116,1.0
120,0,0.0
0,119,1.0
0,120,1.0
0,120,1.0
117,3,0.0
3,94,1.0
0,120,1.0
0,120,1.0
95,0,0.0
120,0,0.0
30,90,1.0
0,120,1.0
0,105,1.0
119,1,0.0
120,0,0.0
72,0,0.0
0,112,1.0
0,120,1.0
118,1,0.0
110,10,0.0
102,0,0.0
119,1,0.0
9,111,1.0
0,63,1.0
119,1,0.0
120,0,0.0
0,120,1.0
120,0,0.0
117,3,0.0
83,5,0.0
0,120,1.0
0,120,1.0
0,118,1.0
0,120,1.0
0,119,1.0
72,0,0.0
112,8,0.0
0,120,1.0
0,120,1.0
120,0,0.0
120,0,0.0
111,9,0.0
95,0,0.0
0,114,1.0
112,0,0.0
0,119,1.0
0,120,1.0
1,111,1.0
120,0,0.0
120,0,0.0
56,1,0.0
1,119,1.0
0,111,1.0
1,119,1.0
120,0,0.0
120,0,0.0
114,6,0.0
118,0,0.0
2,117,1.0
120,0,0.0
5,115,1.0
119,0,0.0
2,78,1.0
0,101,1.0
120,0,0.0
120,0,0.0
117,0,0.0
120,0,0.0
120,0,0.0
120,0,0.0
0,101,1.0
1,119,1.0
0,107,1.0
0,95,1.0
113,0,0.0
1,119,1.0
0,120,1.0
103,0,0.0
119,0,0.0
2,118,1.0
1,86,1.0
120,0,0.0
112,0,0.0
72,0,0.0
102,0,0.0
0,120,1.0
6,114,1.0
0,120,1.0
0,120,1.0
120,0,0.0
120,0,0.0
120,0,0.0
4,100,1.0
120,0,0.0
113,0,0.0
0,103,1.0
109,0,0.0
120,0,0.0
0,120,1.0
0,93,1.0
2,98,1.0
10,110,1.0
2,87,1.0
0,67,1.0
101,0,0.0
1,119,1.0
0,120,1.0
55,0,0.0
0,64,1.0
120,0,0.0
0,120,1.0
120,0,0.0
116,0,0.0
91,0,0.0
119,1,0.0
64,0,0.0
120,0,0.0
120,0,0.0
0,120,1.0
119,0,0.0
120,0,0.0
1,119,1.0
67,0,0.0
0,120,1.0
0,120,1.0
120,0,0.0
120,0,0.0
0,119,1.0
0,83,1.0
120,0,0.0
0,120,1.0
120,0,0.0
0,89,1.0
6,61,1.0
92,0,0.0
0,118,1.0
103,0,0.0
92,4,0.0
120,0,0.0
120,0,0.0
1,119,1.0
1,55,1.0
120,0,0.0
0,119,1.0
0,120,1.0
0,120,1.0
0,120,1.0
2,113,1.0
0,120,1.0
115,1,0.0
0,103,1.0
0,115,1.0
116,0,0.0
0,120,1.0
0,105,1.0
0,120,1.0
0,110,1.0
119,0,0.0
120,0,0.0
13,107,1.0
120,0,0.0
119,0,0.0
1,119,1.0
2,118,1.0
0,112,1.0
120,0,0.0
0,120,1.0
120,0,0.0
0,111,1.0
118,2,0.0
0,119,1.0
120,0,0.0
117,3,0.0
2,118,1.0
99,0,0.0
117,0,0.0
0,118,1.0
118,0,0.0
119,0,0.0
108,0,0.0
1,119,1.0
94,12,0.0
120,0,0.0
0,98,1.0
12,108,1.0
100,0,0.0
0,116,1.0
120,0,0.0
0,119,1.0
2,113,1.0
120,0,0.0
117,2,0.0
117,0,0.0
0,86,1.0
33,0,0.0
120,0,0.0
0,113,1.0
7,113,1.0
3,112,1.0
4,116,1.0
47,0,0.0
6,113,1.0
3,49,1.0
120,0,0.0
0,120,1.0
0,113,1.0
103,4,0.0
0,120,1.0
118,1,0.0
98,0,0.0
117,1,0.0
120,0,0.0
120,0,0.0
2,110,1.0
120,0,0.0
0,103,1.0
0,120,1.0
119,0,0.0
120,0,0.0
120,0,0.0
114,0,0.0
120,0,0.0
104,1,0.0
0,120,1.0
105,0,0.0
120,0,0.0
120,0,0.0
116,1,0.0
120,0,0.0
117,3,0.0
0,108,1.0
117,0,0.0
119,0,0.0
0,120,1.0
116,0,0.0
0,120,1.0
0,105,1.0
0,120,1.0
1,119,1.0
2,118,1.0
120,0,0.0
0,120,1.0
118,1,0.0
0,113,1.0
2,112,1.0
119,0,0.0
1,119,1.0
118,0,0.0
3,108,1.0
0,79,1.0
6,61,1.0
120,0,0.0
118,0,0.0
119,1,0.0
0,47,1.0
0,113,1.0
118,0,0.0
101,1,0.0
3,61,1.0
1,119,1.0
1,109,1.0
113,0,0.0
118,2,0.0
1,111,1.0
106,1,0.0
120,0,0.0
105,0,0.0
0,120,1.0
3,68,1.0
105,0,0.0
1,75,1.0
120,0,0.0
120,0,0.0
120,0,0.0
1,119,1.0
104,0,0.0
98,0,0.0
118,2,0.0
3,112,1.0
0,105,1.0
1,117,1.0
118,0,0.0
0,118,1.0
1,119,1.0
0,105,1.0
1,119,1.0
120,0,0.0
107,1,0.0
118,0,0.0
105,15,0.0
120,0,0.0
1,119,1.0
120,0,0.0
117,0,0.0
119,1,0.0
120,0,0.0
0,120,1.0
120,0,0.0
120,0,0.0
0,119,1.0
0,120,1.0
119,0,0.0
2,81,1.0
120,0,0.0
0,88,1.0
0,118,1.0
120,0,0.0
120,0,0.0
113,0,0.0
3,98,1.0
4,63,1.0
0,119,1.0
0,119,1.0
120,0,0.0
119,1,0.0
120,0,0.0
120,0,0.0
1,117,1.0
14,0,0.0
1,116,1.0
1,113,1.0
120,0,0.0
0,112,1.0
0,120,1.0
5,61,1.0
105,0,0.0
0,119,1.0
120,0,0.0
0,120,1.0
119,0,0.0
120,0,0.0
0,85,1.0
120,0,0.0
119,0,0.0
1,118,1.0
0,118,1.0
3,117,1.0
118,0,0.0
106,0,0.0
0,120,1.0
120,0,0.0
0,99,1.0
0,120,1.0
1,105,1.0
114,0,0.0
110,0,0.0
6,92,1.0
1,104,1.0
0,65,1.0
120,0,0.0
115,0,0.0
0,119,1.0
120,0,0.0
105,0,0.0
110,0,0.0
2,106,1.0
0,116,1.0
118,0,0.0
2,114,1.0
111,0,0.0
103,0,0.0
105,0,0.0
0,120,1.0
0,83,1.0
0,117,1.0
0,120,1.0
79,0,0.0
119,0,0.0
120,0,0.0
0,120,1.0
120,0,0.0
0,105,1.0
0,105,1.0
78,0,0.0
2,114,1.0
2,17,1.0
102,0,0.0
1,73,1.0
0,89,1.0
120,0,0.0
120,0,0.0
0,93,1.0
0,120,1.0
120,0,0.0
120,0,0.0
109,0,0.0
0,118,1.0
0,120,1.0
120,0,0.0
0,120,1.0
107,1,0.0
8,83,1.0
6,92,1.0
79,1,0.0
0,74,1.0
0,120,1.0
120,0,0.0
0,105,1.0
9,111,1.0
113,0,0.0
119,0,0.0
108,6,0.0
0,89,1.0
0,119,1.0
105,0,0.0
77,4,0.0
120,0,0.0
0,119,1.0
118,0,0.0
2,110,1.0
105,0,0.0
0,105,1.0
112,0,0.0
1,118,1.0
120,0,0.0
87,0,0.0
111,2,0.0
120,0,0.0
120,0,0.0
108,1,0.0
120,0,0.0
0,120,1.0
0,119,1.0
1,119,1.0
0,105,1.0
4,16,1.0
18,102,1.0
119,1,0.0
120,0,0.0
20,100,1.0
0,120,1.0
119,1,0.0
75,0,0.0
120,0,0.0
120,0,0.0
118,0,0.0
120,0,0.0
0,82,1.0
1,119,1.0
116,1,0.0
0,118,1.0
78,0,0.0
108,12,0.0
119,1,0.0
120,0,0.0
120,0,0.0
95,0,0.0
3,58,1.0
108,0,0.0
117,3,0.0
0,118,1.0
0,91,1.0
120,0,0.0
0,120,1.0
0,51,1.0
0,120,1.0
0,119,1.0
120,0,0.0
0,82,1.0
120,0,0.0
0,119,1.0
0,120,1.0
120,0,0.0
7,105,1.0
0,74,1.0
0,119,1.0
0,119,1.0
119,1,0.0
118,0,0.0
0,118,1.0
0,119,1.0
99,0,0.0
110,0,0.0
2,117,1.0
88,0,0.0
0,118,1.0
120,0,0.0
82,0,0.0
0,120,1.0
0,105,1.0
120,0,0.0
91,1,0.0
0,120,1.0
1,119,1.0
120,0,0.0
76,0,0.0
2,106,1.0
117,0,0.0
118,2,0.0
120,0,0.0
0,120,1.0
118,0,0.0
1,96,1.0
119,1,0.0
8,101,1.0
3,72,1.0
106,4,0.0
0,87,1.0
0,111,1.0
94,0,0.0
118,0,0.0
110,0,0.0
120,0,0.0
119,1,0.0
113,1,0.0
67,0,0.0
0,120,1.0
0,120,1.0
0,51,1.0
0,112,1.0
120,0,0.0
120,0,0.0
118,0,0.0
120,0,0.0
120,0,0.0
120,0,0.0
0,119,1.0
117,1,0.0
4,63,1.0
120,0,0.0
120,0,0.0
117,3,0.0
0,120,1.0
120,0,0.0
120,0,0.0
0,101,1.0
4,116,1.0
105,0,0.0
82,0,0.0
0,119,1.0
0,105,1.0
4,116,1.0
120,0,0.0
101,19,0.0
120,0,0.0
120,0,0.0
4,53,1.0
117,0,0.0
104,15,0.0
78,2,0.0
4,109,1.0
0,113,1.0
0,116,1.0
116,0,0.0
1,104,1.0
120,0,0.0
105,0,0.0
3,112,1.0
0,111,1.0
0,120,1.0
3,116,1.0
0,118,1.0
73,0,0.0
120,0,0.0
120,0,0.0
0,120,1.0
3,87,1.0
73,0,0.0
120,0,0.0
0,120,1.0
120,0,0.0
120,0,0.0
98,0,0.0
1,110,1.0
105,0,0.0
0,120,1.0
95,25,0.0
46,1,0.0
113,0,0.0
69,0,0.0
120,0,0.0
97,0,0.0
119,1,0.0
1,119,1.0
113,0,0.0
110,0,0.0
0,113,1.0
1,11,1.0
6,114,1.0
120,0,0.0
0,119,1.0
120,0,0.0
3,117,1.0
120,0,0.0
0,120,1.0
64,0,0.0
0,119,1.0
117,0,0.0
0,120,1.0
120,0,0.0
112,2,0.0
0,120,1.0
0,118,1.0
0,104,1.0
0,120,1.0
0,120,1.0
10,110,1.0
78,0,0.0
105,0,0.0
119,0,0.0
0,120,1.0
114,0,0.0
0,120,1.0
104,0,0.0
119,0,0.0
4,113,1.0
0,120,1.0
0,120,1.0
0,120,1.0
0,116,1.0
120,0,0.0
120,0,0.0
40,7,0.0
120,0,0.0
120,0,0.0
120,0,0.0
3,113,1.0
120,0,0.0
3,105,1.0
118,2,0.0
0,97,1.0
0,105,1.0
118,0,0.0
120,0,0.0
5,3,1.0
108,0,0.0
0,120,1.0
0,117,1.0
110,1,0.0
0,120,1.0
0,120,1.0
0,116,1.0
87,0,0.0
119,1,0.0
117,2,0.0
0,120,1.0
2,67,1.0
119,0,0.0
120,0,0.0
1,119,1.0
2,80,1.0
119,0,0.0
120,0,0.0
119,0,0.0
120,0,0.0
0,119,1.0
4,112,1.0
2,63,1.0
102,0,0.0
0,120,1.0
120,0,0.0
115,0,0.0
0,117,1.0
119,0,0.0
116,4,0.0
120,0,0.0
120,0,0.0
0,118,1.0
115,0,0.0
119,0,0.0
1,119,1.0
120,0,0.0
0,120,1.0
1,119,1.0
80,1,0.0
114,0,0.0
120,0,0.0
10,6,1.0
118,1,0.0
1,116,1.0
1,117,1.0
103,1,0.0
0,120,1.0
120,0,0.0
116,0,0.0
0,120,1.0
0,69,1.0
0,108,1.0
120,0,0.0
2,92,1.0
95,0,0.0
104,0,0.0
1,118,1.0
0,117,1.0
0,120,1.0
0,120,1.0
1,118,1.0
117,0,0.0
3,117,1.0
102,0,0.0
120,0,0.0
120,0,0.0
115,0,0.0
105,0,0.0
120,0,0.0
1,119,1.0
119,0,0.0
1,110,1.0
110,0,0.0
2,78,1.0
43,0,0.0
120,0,0.0
120,0,0.0
120,0,0.0
18,0,0.0
119,0,0.0
1,72,1.0
0,105,1.0
4,76,1.0
119,0,0.0
108,0,0.0
120,0,0.0
0,119,1.0
6,106,1.0
28,92,1.0
120,0,0.0
120,0,0.0
120,0,0.0
0,119,1.0
1,119,1.0
0,119,1.0
0,120,1.0
120,0,0.0
1,71,1.0
0,119,1.0
120,0,0.0
0,94,1.0
120,0,0.0
117,0,0.0
120,0,0.0
0,119,1.0
46,74,0.0
0,115,1.0
33,87,0.0
3,115,1.0
120,0,0.0
0,120,1.0
106,0,0.0
0,118,1.0
1,119,1.0
0,90,1.0
120,0,0.0
117,0,0.0
111,0,0.0
120,0,0.0
1,91,1.0
1,97,1.0
0,87,1.0
0,105,1.0
0,120,1.0
0,63,1.0
120,0,0.0
120,0,0.0
120,0,0.0
114,4,0.0
0,62,1.0
0,112,1.0
1,40,1.0
117,1,0.0
0,105,1.0
3,116,1.0
105,0,0.0
120,0,0.0
5,62,1.0
120,0,0.0
120,0,0.0
100,0,0.0
0,119,1.0
108,0,0.0
103,2,0.0
120,0,0.0
0,113,1.0
1,117,1.0
119,0,0.0
118,0,0.0
119,0,0.0
0,120,1.0
120,0,0.0
0,120,1.0
105,0,0.0
1,119,1.0
55,0,0.0
119,0,0.0
115,0,0.0
120,0,0.0
1,119,1.0
2,92,1.0
0,96,1.0
0,120,1.0
0,108,1.0
120,0,0.0
1,119,1.0
120,0,0.0
0,118,1.0
120,0,0.0
0,120,1.0
110,0,0.0
120,0,0.0
0,120,1.0
1,103,1.0
120,0,0.0
120,0,0.0
0,79,1.0
120,0,0.0
119,1,0.0
104,4,0.0
7,113,1.0
1,119,1.0
120,0,0.0
120,0,0.0
102,0,0.0
0,120,1.0
1,84,1.0
0,118,1.0
0,83,1.0
1,75,1.0
113,7,0.0
104,5,0.0
0,119,1.0
119,1,0.0
1,119,1.0
0,119,1.0
0,79,1.0
120,0,0.0
118,0,0.0
48,0,0.0
108,0,0.0
118,2,0.0
115,1,0.0
0,105,1.0
118,0,0.0
117,0,0.0
0,119,1.0
50,0,0.0
0,120,1.0
0,120,1.0
2,79,1.0
0,119,1.0
94,0,0.0
2,118,1.0
1,111,1.0
0,117,1.0
0,119,1.0
120,0,0.0
0,119,1.0
120,0,0.0
110,5,0.0
120,0,0.0
112,0,0.0
0,120,1.0
4,112,1.0
0,93,1.0
114,0,0.0
1,114,1.0
48,2,0.0
0,110,1.0
120,0,0.0
113,0,0.0
120,0,0.0
0,120,1.0
10,110,1.0
0,105,1.0
4,87,0.0
0,120,1.0
0,120,1.0
119,0,0.0
0,116,1.0
0,120,1.0
1,115,1.0
119,0,0.0
120,0,0.0
0,113,1.0
119,0,0.0
0,120,1.0
5,62,1.0
117,0,0.0
0,120,1.0
0,120,1.0
120,0,0.0
119,0,0.0
0,117,1.0
0,118,1.0
1,57,1.0
120,0,0.0
4,111,1.0
7,59,1.0
0,116,1.0
1,115,1.0
0,120,1.0
120,0,0.0
3,84,1.0
3,113,1.0
120,0,0.0
0,120,1.0
113,0,0.0
0,111,1.0
116,0,0.0
120,0,0.0
0,116,1.0
4,101,1.0
118,2,0.0
1,119,1.0
4,116,1.0
0,120,1.0
0,119,1.0
0,120,1.0
114,6,0.0
120,0,0.0
120,0,0.0
0,120,1.0
120,0,0.0
112,4,0.0
115,0,0.0
1,57,1.0
4,112,1.0
4,114,1.0
0,118,1.0
0,120,1.0
120,0,0.0
5,107,1.0
4,62,1.0
119,0,0.0
1,117,1.0
0,120,1.0
120,0,0.0
3,116,1.0
3,66,1.0
118,0,0.0
0,120,1.0
118,0,0.0
0,120,1.0
1,11,1.0
0,120,1.0
120,0,0.0
0,105,1.0
120,0,0.0
120,0,0.0
120,0,0.0
119,1,0.0
0,105,1.0
120,0,0.0
120,0,0.0
120,0,0.0
0,120,1.0
107,0,0.0
119,1,0.0
1,112,1.0
115,0,0.0
119,0,0.0
118,0,0.0
0,115,1.0
1,119,1.0
61,1,0.0
1,9,1.0
1,103,1.0
116,2,0.0
0,111,1.0
5,90,1.0
67,0,0.0
0,105,1.0
0,105,1.0
118,0,0.0
119,0,0.0
0,83,1.0
120,0,0.0
0,120,1.0
0,120,1.0
120,0,0.0
102,0,0.0
0,114,1.0
66,1,0.0
119,0,0.0
0,120,1.0
1,93,1.0
112,0,0.0
1,117,1.0
1,117,1.0
0,120,1.0
118,0,0.0
1,118,1.0
0,120,1.0
120,0,0.0
114,2,0.0
0,120,1.0
2,118,1.0
120,0,0.0
5,115,1.0
0,119,1.0
79,6,0.0
113,7,0.0
120,0,0.0
119,0,0.0
1,88,1.0
0,120,1.0
2,115,1.0
6,105,1.0
120,0,0.0
75,0,0.0
1,119,1.0
119,1,0.0
120,0,0.0
120,0,0.0
1,70,1.0
4,89,1.0
114,1,0.0
120,0,0.0
113,0,0.0
120,0,0.0
120,0,0.0
0,118,1.0
120,0,0.0
120,0,0.0
0,101,1.0
2,118,1.0
0,86,1.0
120,0,0.0
0,118,1.0
83,0,0.0
1,119,1.0
0,118,1.0
0,120,1.0
102,0,0.0
120,0,0.0
105,0,0.0
4,103,1.0
0,120,1.0
119,0,0.0
0,120,1.0
0,120,1.0
0,113,1.0
114,1,0.0
0,84,1.0
0,120,1.0
16,104,1.0
0,83,1.0
2,118,1.0
0,105,1.0
119,1,0.0
120,0,0.0
0,120,1.0
0,105,1.0
120,0,0.0
1,119,1.0
0,118,1.0
0,66,1.0
0,86,1.0
105,0,0.0
111,0,0.0
0,120,1.0
120,0,0.0
0,120,1.0
120,0,0.0
3,114,1.0
0,105,1.0
1,109,1.0
117,0,0.0
6,114,1.0
1,117,1.0
96,0,0.0
120,0,0.0
85,0,0.0
0,105,1.0
117,3,0.0
120,0,0.0
0,118,1.0
0,120,1.0
105,0,0.0
0,92,1.0
0,120,1.0
106,2,0.0
0,120,1.0
1,119,1.0
113,0,0.0
1,111,1.0
120,0,0.0
115,0,0.0
0,96,1.0
115,0,0.0
109,0,0.0
120,0,0.0
0,119,1.0
117,1,0.0
3,113,1.0
120,0,0.0
120,0,0.0
119,1,0.0
120,0,0.0
31,44,1.0
0,105,1.0
73,0,0.0
14,20,1.0
0,120,1.0
7,110,1.0
120,0,0.0
120,0,0.0
120,0,0.0
103,0,0.0
0,116,1.0
0,113,1.0
0,101,1.0
0,120,1.0
2,86,1.0
120,0,0.0
0,120,1.0
120,0,0.0
120,0,0.0
85,0,0.0
17,61,1.0
0,118,1.0
95,0,0.0
118,0,0.0
120,0,0.0
103,0,0.0
91,0,0.0
0,105,1.0
0,120,1.0
120,0,0.0
119,0,0.0
102,0,0.0
0,105,1.0
5,110,1.0
1,118,1.0
113,0,0.0
0,120,1.0
1,119,1.0
120,0,0.0
120,0,0.0
0,120,1.0
0,119,1.0
0,120,1.0
120,0,0.0
0,119,1.0
0,105,1.0
116,0,0.0
120,0,0.0
3,79,1.0
0,120,1.0
120,0,0.0
